Date Time,rolling_avg_avg_1_days,rolling_med_avg_1_days,rolling_avg_med_1_days,rolling_med_med_1_days,rolling_avg_avg_2_days,rolling_med_avg_2_days,rolling_avg_med_2_days,rolling_med_med_2_days,rolling_avg_avg_3_days,rolling_med_avg_3_days,rolling_avg_med_3_days,rolling_med_med_3_days,rolling_avg_avg_5_days,rolling_med_avg_5_days,rolling_avg_med_5_days,rolling_med_med_5_days,rolling_avg_avg_7_days,rolling_med_avg_7_days,rolling_avg_med_7_days,rolling_med_med_7_days,rolling_avg_avg_10_days,rolling_med_avg_10_days,rolling_avg_med_10_days,rolling_med_med_10_days,rolling_avg_avg_14_days,rolling_med_avg_14_days,rolling_avg_med_14_days,rolling_med_med_14_days,rolling_avg_avg_21_days,rolling_med_avg_21_days,rolling_avg_med_21_days,rolling_med_med_21_days,rolling_avg_avg_30_days,rolling_med_avg_30_days,rolling_avg_med_30_days,rolling_med_med_30_days
1/25/22,132.40133407448582,132.40133407448582,15.0,15.0,121.0148066548507,121.01480665485073,15.0,15.0,124.46139300375341,131.354565701559,15.0,15.0,117.41668430307072,116.19549718574109,13.0,15.0,109.67949390729105,109.62827923521566,10.714285714285714,15.0,110.05855320201442,111.16492790589612,11.0,15.0,107.51057816028516,106.54837822090559,10.714285714285714,15.0,101.83532687744842,97.50374531835206,10.0,5.0,96.77935787222651,94.70359266322862,9.5,5.0
1/26/22,76.52553191489362,76.52553191489362,5.0,5.0,104.4634329946897,104.46343299468973,10.0,10.0,106.18504840819828,109.62827923521566,11.666666666666666,15.0,109.48269124890123,109.62827923521566,13.0,15.0,108.0556295974898,109.62827923521566,10.714285714285714,15.0,106.4409487358461,105.4244859764,10.0,10.0,106.05049856371828,106.54837822090559,10.714285714285714,15.0,102.06928056790045,97.50374531835206,10.0,5.0,96.34207668833857,94.70359266322862,9.5,5.0
1/27/22,122.50094091080166,122.50094091080166,15.0,15.0,99.51323641284762,99.51323641284765,10.0,10.0,110.47593563339363,122.50094091080166,11.666666666666666,15.0,114.48213036739114,122.50094091080166,13.0,15.0,112.30141347729268,116.19549718574109,12.142857142857142,15.0,106.8003622894317,105.4244859764,11.0,15.0,107.40996025687586,109.79735867210078,11.428571428571429,15.0,103.68104909492348,101.22069271758437,9.285714285714286,5.0,97.45095281737491,95.86656201607468,9.5,5.0
1/28/22,104.50903251706143,104.50903251706143,15.0,15.0,113.50498671393152,113.50498671393154,15.0,15.0,101.17850178091884,104.50903251706143,11.666666666666666,15.0,109.11302373049163,109.62827923521566,13.0,15.0,110.63191852462417,109.62827923521566,13.571428571428571,15.0,107.12919626937939,107.06865587613854,11.0,15.0,108.14910539084904,109.79735867210078,11.428571428571429,15.0,103.69690664965769,101.22069271758437,9.761904761904763,5.0,97.95942167169639,96.9334706260403,9.833333333333334,5.0
1/29/22,124.22033139274518,124.22033139274518,15.0,15.0,114.36468195490328,114.3646819549033,15.0,15.0,117.076768273536,122.50094091080166,15.0,15.0,112.03143416199755,122.50094091080166,13.0,15.0,114.4485736781089,122.50094091080166,13.571428571428571,15.0,110.76197120030369,112.91188821047837,12.0,15.0,109.1672406254033,111.16492790589612,11.428571428571429,15.0,105.47245949811449,103.46847720659554,10.238095238095237,15.0,99.92944686148348,97.23519579259096,10.166666666666666,5.0
1/30/22,139.7006726457399,139.7006726457399,15.0,15.0,131.9605020192425,131.96050201924254,15.0,15.0,122.81001218518209,124.22033139274518,15.0,15.0,113.49130187624837,122.50094091080166,13.0,15.0,115.64087467013474,122.50094091080166,13.571428571428571,15.0,115.45399308965955,119.34821904827137,13.0,15.0,111.09574748748638,112.91188821047837,11.428571428571429,15.0,107.51057272004252,104.50903251706143,10.714285714285714,15.0,102.02901121394544,99.36221901796821,10.5,10.0
1/31/22,134.68536251709986,134.68536251709986,15.0,15.0,137.19301758141984,137.1930175814199,15.0,15.0,132.86878885186158,134.68536251709986,15.0,15.0,125.1232679966896,124.22033139274518,15.0,15.0,119.22045799611818,124.22033139274518,13.571428571428571,15.0,117.30297962279542,123.36063615177342,14.0,15.0,112.22278728335452,112.91188821047837,12.142857142857142,15.0,109.50822416938419,109.62827923521566,11.19047619047619,15.0,103.3660447551968,102.34458496208995,10.5,10.0
2/1/22,119.886,119.886,5.0,5.0,127.2856812585499,127.28568125854993,10.0,10.0,131.4240117209465,134.68536251709986,11.666666666666666,15.0,124.60027981452927,124.22033139274518,13.0,15.0,117.4325531283345,122.50094091080166,12.142857142857142,15.0,119.54120509096022,123.36063615177342,13.0,15.0,113.55602351781279,118.04074859287054,11.428571428571429,15.0,110.81790314963497,109.96643810898593,11.19047619047619,15.0,103.86732985274766,102.34458496208995,10.166666666666666,5.0
2/2/22,81.14405594405595,81.14405594405595,5.0,5.0,100.51502797202795,100.51502797202798,5.0,5.0,111.90513948705187,119.886,8.333333333333334,5.0,119.92728449992816,124.22033139274518,11.0,15.0,118.09234227535771,122.50094091080166,12.142857142857142,15.0,114.5201541152099,121.19347045540083,12.0,15.0,113.07398593642377,118.04074859287054,11.428571428571429,15.0,110.06444646759809,109.96643810898593,11.19047619047619,15.0,103.41103741598623,102.34458496208995,10.166666666666666,5.0
2/3/22,101.70999187652315,101.70999187652315,15.0,15.0,91.42702391028952,91.42702391028955,10.0,10.0,100.9133492735263,101.70999187652315,8.333333333333334,5.0,115.42521659668378,119.886,11.0,15.0,115.1222066990322,119.886,12.142857142857142,15.0,113.72832537934065,121.19347045540083,12.0,15.0,113.71181008816245,118.04074859287054,12.142857142857142,15.0,109.98070907092799,109.96643810898593,11.666666666666666,15.0,104.7807928048446,102.58923454155934,10.5,10.0
2/4/22,114.4738219895288,114.4738219895288,15.0,15.0,108.09190693302594,108.09190693302597,15.0,15.0,99.10928993670257,101.70999187652315,11.666666666666666,15.0,110.37984646544155,114.4738219895288,11.0,15.0,116.54574805224183,119.886,12.142857142857142,15.0,111.93557417084496,117.1799109947644,12.0,15.0,113.58883328843301,117.1799109947644,12.857142857142858,15.0,110.94798627797998,112.70157657657657,11.666666666666666,15.0,106.20950339064885,103.8222505371193,10.833333333333334,15.0
2/5/22,103.06919431279621,103.06919431279621,15.0,15.0,108.77150815116248,108.77150815116251,15.0,15.0,106.41766939294932,103.06919431279621,15.0,15.0,104.05661282458081,103.06919431279621,11.0,15.0,113.52415704082054,114.4738219895288,12.142857142857142,15.0,114.58994041063522,117.1799109947644,13.0,15.0,113.98636535946473,117.1799109947644,12.857142857142858,15.0,110.61954609720904,112.70157657657657,11.666666666666666,15.0,106.69001647296479,103.8222505371193,10.333333333333334,15.0
2/6/22,145.21186440677965,145.21186440677965,15.0,15.0,124.1405293597879,124.14052935978793,15.0,15.0,120.91829356970148,114.4738219895288,15.0,15.0,109.12178570593676,103.06919431279621,13.0,15.0,114.31147014954048,114.4738219895288,12.142857142857142,15.0,116.861032760233,117.1799109947644,13.0,15.0,114.97617240983764,117.1799109947644,12.857142857142858,15.0,112.16765504150442,114.4738219895288,11.666666666666666,15.0,108.05787782426934,103.98875486182848,10.666666666666666,15.0
2/7/22,91.92331768388107,91.92331768388107,5.0,5.0,118.56759104533033,118.56759104533036,10.0,10.0,113.40145880115223,103.06919431279621,11.666666666666666,15.0,111.27763805390177,103.06919431279621,13.0,15.0,108.20260660193783,103.06919431279621,10.714285714285714,15.0,115.60246127691498,117.1799109947644,12.0,15.0,113.71153229902802,117.1799109947644,12.142857142857142,15.0,110.88272705621564,109.62827923521566,11.666666666666666,15.0,108.22419769456029,103.98875486182848,10.666666666666666,15.0
2/8/22,105.07591240875912,105.07591240875912,15.0,15.0,98.49961504632006,98.49961504632009,10.0,10.0,114.07036483313988,105.07591240875912,11.666666666666666,15.0,111.95082216034898,105.07591240875912,13.0,15.0,106.08687980318912,103.06919431279621,12.142857142857142,15.0,113.68801937851637,109.77486719914396,12.0,15.0,111.75971646576183,109.77486719914396,12.142857142857142,15.0,111.06630894627158,109.62827923521566,11.666666666666666,15.0,108.4967182753439,104.79247246291027,11.0,15.0
2/9/22,107.66174661746618,107.66174661746618,15.0,15.0,106.36882951311262,106.36882951311264,15.0,15.0,101.55365890336871,105.07591240875912,11.666666666666666,15.0,110.58840708593645,105.07591240875912,13.0,15.0,109.875121327962,105.07591240875912,13.571428571428571,15.0,110.48412677568899,106.36882951311264,12.0,15.0,113.98373180165989,111.06778430349749,12.857142857142858,15.0,112.00769773360318,109.62827923521566,12.142857142857142,15.0,108.9942870932286,106.36882951311264,11.333333333333334,15.0
2/10/22,112.03949044585987,112.03949044585987,15.0,15.0,109.850618531663,109.85061853166303,15.0,15.0,108.25904982402831,107.66174661746618,15.0,15.0,112.3824663125492,107.66174661746618,13.0,15.0,111.3507639807244,107.66174661746618,13.571428571428571,15.0,108.21953956856501,106.36882951311264,12.0,15.0,113.23648533987831,109.85061853166303,12.857142857142858,15.0,112.92479471901643,112.03949044585987,12.619047619047619,15.0,109.64951206093279,108.64501292634091,11.666666666666666,15.0
2/11/22,111.93521594684385,111.93521594684385,15.0,15.0,111.98735319635183,111.98735319635186,15.0,15.0,110.54548433672323,111.93521594684385,15.0,15.0,105.727136620562,107.66174661746618,13.0,15.0,110.98810597462656,107.66174661746618,13.571428571428571,15.0,107.42446116324939,106.36882951311264,13.0,15.0,113.7669270134342,111.98735319635186,12.857142857142858,15.0,112.72192418383086,111.93521594684385,13.095238095238095,15.0,110.14846438359993,109.79735867210078,12.0,15.0
2/12/22,268.83620689655174,268.83620689655174,1.0,1.0,190.38571142169778,190.3857114216978,8.0,8.0,164.27030442975175,112.03949044585987,10.333333333333334,15.0,141.10971446309617,111.93521594684385,12.2,15.0,134.66910777230592,111.93521594684385,11.571428571428571,15.0,126.19367625849898,109.79848128215502,12.6,15.0,124.09663240656324,111.98735319635186,11.857142857142858,15.0,120.88061283041179,112.03949044585987,12.428571428571429,15.0,115.66072203993181,110.9508270279149,11.866666666666667,15.0
2/13/22,61.73829201101928,61.73829201101928,15.0,15.0,165.28724945378548,165.2872494537855,8.0,8.0,147.5032382848049,111.93521594684385,10.333333333333334,15.0,132.4421903835482,111.93521594684385,12.2,15.0,122.74431171576873,107.66174661746618,11.571428571428571,15.0,122.19650627194858,109.79848128215502,12.6,15.0,118.52789093265461,109.79848128215502,11.857142857142858,15.0,117.56555217848134,111.93521594684385,12.428571428571429,15.0,114.57996508558455,110.9508270279149,11.866666666666667,15.0
2/14/22,127.96042216358839,127.96042216358839,60.0,60.0,94.84935708730382,94.84935708730384,37.5,37.5,152.8449736903864,127.96042216358839,25.333333333333332,15.0,136.5019254927726,112.03949044585987,21.2,15.0,127.89246949858405,111.93521594684385,19.428571428571427,15.0,123.54516628935455,109.79848128215502,17.1,15.0,118.04753805026095,109.79848128215502,15.071428571428571,15.0,118.4385113655467,112.03949044585987,14.571428571428571,15.0,115.17976455407128,111.98735319635186,13.366666666666667,15.0
2/15/22,181.26216216216216,181.26216216216216,15.0,15.0,154.61129216287526,154.61129216287526,37.5,37.5,123.65362544558987,127.96042216358839,30.0,15.0,150.3464598360331,127.96042216358839,21.2,15.0,138.77621946335591,112.03949044585987,19.428571428571427,15.0,131.36446307429114,111.98735319635186,17.1,15.0,122.43154963327254,109.79848128215502,15.785714285714286,15.0,120.76521746495986,112.03949044585987,14.571428571428571,15.0,117.46511740692416,111.98735319635186,13.366666666666667,15.0
2/16/22,95.24269662921348,95.24269662921348,5.0,5.0,138.2524293956878,138.2524293956878,10.0,10.0,134.82176031832128,127.96042216358839,26.666666666666668,15.0,147.007955972507,127.96042216358839,19.2,15.0,137.0020694650341,112.03949044585987,18.0,15.0,126.36754629653453,109.79848128215502,16.1,15.0,123.43859539649807,109.79848128215502,15.785714285714286,15.0,121.6565110227846,112.03949044585987,14.571428571428571,15.0,116.67631378206642,110.78174759102976,13.366666666666667,15.0
2/17/22,92.34467120181407,92.34467120181407,15.0,15.0,93.79368391551375,93.79368391551378,10.0,10.0,122.94984333106316,95.24269662921348,11.666666666666666,15.0,111.70964883355948,95.24269662921348,22.0,15.0,134.18852385874183,111.93521594684385,18.0,15.0,126.40968164832782,109.79848128215502,17.1,15.0,122.76964391973313,109.79848128215502,15.785714285714286,15.0,120.2204981794995,111.93521594684385,14.571428571428571,15.0,116.38044639820741,110.78174759102976,13.366666666666667,15.0
2/18/22,84.00821917808219,84.00821917808219,5.0,5.0,88.17644518994811,88.17644518994813,10.0,10.0,90.53186233636984,92.34467120181407,8.333333333333334,5.0,116.16363426697205,95.24269662921348,20.0,15.0,130.1989528917759,95.24269662921348,16.571428571428573,15.0,124.30291232526012,109.79848128215502,16.1,15.0,120.59352943320123,106.36882951311264,15.071428571428571,15.0,119.24426897288144,111.93521594684385,14.095238095238095,15.0,116.2509676346934,110.78174759102976,13.366666666666667,15.0
2/19/22,124.2320819112628,124.2320819112628,15.0,15.0,104.12015054467247,104.1201505446725,10.0,10.0,100.1949907637196,92.34467120181407,11.666666666666666,15.0,115.41796621650694,95.24269662921348,11.0,15.0,109.54122075102032,95.24269662921348,18.571428571428573,15.0,125.95994585463977,111.98735319635186,16.1,15.0,122.10516426166313,109.79848128215502,15.071428571428571,15.0,119.24482852138229,111.93521594684385,14.095238095238095,15.0,117.29935523999612,111.98735319635186,13.7,15.0
2/20/22,264.77777777777777,264.77777777777777,1.0,1.0,194.50492984452026,194.5049298445203,8.0,8.0,157.6726929557075,124.2320819112628,7.0,5.0,132.12108933963003,95.24269662921348,8.2,5.0,138.54686157484295,124.2320819112628,16.571428571428573,15.0,141.23377458783156,118.08364892905333,14.7,15.0,130.64558664530585,109.79848128215502,14.071428571428571,15.0,125.2008811467174,111.93521594684385,13.428571428571429,15.0,122.25209792639734,111.98735319635186,13.566666666666666,15.0
2/21/22,54.84177215189873,54.84177215189873,5.0,5.0,159.80977496483823,159.80977496483825,3.0,3.0,147.9505439469797,124.2320819112628,7.0,5.0,124.04090444416711,92.34467120181407,8.2,5.0,128.10134014460158,95.24269662921348,8.714285714285714,5.0,135.52443020833707,109.73738927023814,13.7,10.0,127.99690482159284,109.79848128215502,14.071428571428571,15.0,121.39880541504118,107.66174661746618,12.952380952380953,15.0,120.83003215418222,111.98735319635186,13.233333333333333,15.0
2/22/22,77.17631578947369,77.17631578947369,15.0,15.0,66.00904397068618,66.0090439706862,10.0,10.0,132.26528857305,77.17631578947369,7.0,5.0,121.00723336169904,84.00821917808219,8.2,5.0,113.2319335199318,92.34467120181407,8.714285714285714,5.0,116.35844109762925,93.79368391551378,15.1,15.0,126.00407649164387,109.79848128215502,14.071428571428571,15.0,119.36501092882563,105.07591240875912,13.428571428571429,15.0,119.02409049044606,110.78174759102976,13.233333333333333,15.0
2/23/22,113.27551020408163,113.27551020408163,15.0,15.0,95.22591299677762,95.22591299677765,15.0,15.0,81.76453271515129,77.17631578947369,11.666666666666666,15.0,126.86069156689891,113.27551020408163,10.2,15.0,115.80804974491298,92.34467120181407,10.142857142857142,15.0,121.5121629169355,104.25910341664755,15.1,15.0,126.40505960497354,111.98735319635186,14.071428571428571,15.0,120.89508017930305,107.66174661746618,13.904761904761905,15.0,119.14566485607492,111.98735319635186,13.233333333333333,15.0
2/24/22,103.88235294117646,103.88235294117646,5.0,5.0,108.57893157262902,108.57893157262905,10.0,10.0,98.11139297824387,103.88235294117646,11.666666666666666,15.0,122.79074577288165,103.88235294117646,8.2,5.0,117.45628999339331,103.88235294117646,8.714285714285714,5.0,119.10435599469429,99.56252478519497,9.6,10.0,125.82240692606759,107.90878444401017,13.357142857142858,15.0,120.99852594428653,107.66174661746618,13.428571428571429,15.0,118.19503215163127,109.79848128215502,12.9,15.0
2/25/22,90.26359832635983,90.26359832635983,15.0,15.0,97.07297563376812,97.07297563376815,10.0,10.0,102.47382049053925,103.88235294117646,11.666666666666666,15.0,87.88790988259805,90.26359832635983,11.0,15.0,118.3499155860044,103.88235294117646,10.142857142857142,15.0,110.00449961111406,93.79368391551378,9.6,10.0,124.27443423889017,99.56252478519497,13.357142857142858,15.0,119.8456581508023,105.07591240875912,13.428571428571429,15.0,118.65296769868013,109.79848128215502,13.233333333333333,15.0
2/26/22,101.32444444444444,101.32444444444444,15.0,15.0,95.7940213854021,95.79402138540213,15.0,15.0,98.49013190399353,101.32444444444444,11.666666666666666,15.0,97.1844443411072,101.32444444444444,13.0,15.0,115.0773959478875,101.32444444444444,10.142857142857142,15.0,110.61267439263716,96.83455782312924,10.6,15.0,112.30930834945391,98.28357053682896,14.357142857142858,15.0,119.76257482373792,105.07591240875912,13.428571428571429,15.0,117.94708448313489,106.36882951311264,13.233333333333333,15.0
2/27/22,108.12578616352201,108.12578616352201,5.0,5.0,104.72511530398319,104.72511530398322,10.0,10.0,99.90460964477536,101.32444444444444,11.666666666666666,15.0,103.37433841591687,103.88235294117646,11.0,15.0,92.69854000299381,101.32444444444444,10.714285714285714,15.0,112.19078588880795,102.60339869281046,9.6,10.0,115.62270078891841,102.60339869281046,13.642857142857142,15.0,117.99657109786851,105.07591240875912,12.952380952380953,15.0,118.06764293801692,107.8937663904941,12.9,15.0
2/28/22,101.62758620689655,101.62758620689655,15.0,15.0,104.87668618520925,104.87668618520928,10.0,10.0,103.69260560495427,101.62758620689655,11.666666666666666,15.0,101.04475361647985,101.62758620689655,11.0,15.0,99.38222772513636,101.62758620689655,12.142857142857142,15.0,113.95272259168937,102.75496957403651,10.6,15.0,113.74178393486898,101.47601532567049,10.428571428571429,15.0,118.45867912277402,105.07591240875912,13.428571428571429,15.0,117.31455143182195,106.36882951311264,12.9,15.0
3/1/22,100.38461538461539,100.38461538461539,15.0,15.0,101.00610079575594,101.00610079575597,15.0,15.0,103.37932925167793,101.62758620689655,11.666666666666666,15.0,100.34520610516763,101.32444444444444,13.0,15.0,102.69769909587089,101.62758620689655,12.142857142857142,15.0,111.56797593902465,101.47601532567049,10.6,15.0,107.96481630790136,100.8545299145299,10.428571428571429,15.0,118.23528402638624,103.88235294117646,13.428571428571429,15.0,116.0040161897845,104.47913267496779,12.9,15.0
3/2/22,91.671875,91.671875,5.0,5.0,96.02824519230766,96.0282451923077,10.0,10.0,97.89469219717058,100.38461538461539,11.666666666666666,15.0,100.62686143989566,101.32444444444444,11.0,15.0,99.6114654952878,101.32444444444444,10.714285714285714,15.0,94.25738566124687,100.8545299145299,11.0,15.0,107.70975762010039,100.8545299145299,10.428571428571429,15.0,117.47386156841164,101.62758620689655,12.952380952380953,15.0,114.57023327254782,103.47577362698634,12.566666666666666,15.0
3/3/22,83.03888888888889,83.03888888888889,15.0,15.0,87.35538194444442,87.35538194444445,10.0,10.0,91.69845975783471,91.671875,11.666666666666666,15.0,96.96975032878456,100.38461538461539,11.0,15.0,96.63382777353242,100.38461538461539,12.142857142857142,15.0,97.07709733494589,100.8545299145299,12.0,15.0,107.04505888346287,100.8545299145299,10.428571428571429,15.0,116.09288054188922,101.32444444444444,12.952380952380953,15.0,113.34199623551078,102.38959309465969,12.9,15.0
3/4/22,86.15819209039547,86.15819209039547,5.0,5.0,84.59854048964215,84.59854048964218,10.0,10.0,86.9563186597614,86.15819209039547,8.333333333333334,5.0,92.57623151415925,91.671875,11.0,15.0,96.04734116839465,100.38461538461539,10.714285714285714,15.0,97.97528496503807,100.8545299145299,11.0,15.0,107.19862837719954,100.8545299145299,10.428571428571429,15.0,114.86540321539167,100.38461538461539,12.476190476190476,15.0,113.50913410705543,102.38959309465969,12.9,15.0
3/5/22,123.3051948051948,123.3051948051948,5.0,5.0,104.73169344779511,104.73169344779514,5.0,5.0,97.50075859482634,86.15819209039547,8.333333333333334,5.0,96.9117532338189,91.671875,9.0,5.0,99.18744836278756,100.38461538461539,9.285714285714286,5.0,98.97825342514939,100.8545299145299,10.0,10.0,107.13242215533755,100.8545299145299,9.714285714285714,10.0,107.93535502056515,100.38461538461539,12.666666666666666,15.0,114.22897420467781,103.47577362698634,12.566666666666666,15.0
3/6/22,166.62857142857143,166.62857142857143,1.0,1.0,144.96688311688308,144.9668831168831,3.0,3.0,125.36398610805384,123.3051948051948,3.6666666666666665,5.0,110.1605444426101,91.671875,6.2,5.0,107.5449891149375,100.38461538461539,8.714285714285714,5.0,105.25287527388886,100.8545299145299,9.6,10.0,100.12176455896567,100.8545299145299,9.714285714285714,10.0,112.93013023092477,101.32444444444444,12.0,15.0,115.96746585264592,103.47577362698634,12.1,15.0
3/7/22,120.08695652173913,120.08695652173913,5.0,5.0,143.35776397515525,143.35776397515528,3.0,3.0,136.67357425183505,123.3051948051948,3.6666666666666665,5.0,115.84356074695793,120.08695652173913,6.2,5.0,110.18204201705785,100.38461538461539,7.285714285714286,5.0,108.2352110934268,101.47601532567049,8.6,5.0,104.78213487109711,101.47601532567049,9.714285714285714,10.0,112.55520329559862,101.32444444444444,9.380952380952381,5.0,116.534724592944,104.47913267496779,11.766666666666667,15.0
3/8/22,70.9329268292683,70.9329268292683,5.0,5.0,95.50994167550368,95.50994167550371,5.0,5.0,119.21615159319292,120.08695652173913,3.6666666666666665,5.0,113.42236833503382,120.08695652173913,4.2,5.0,105.97465793772255,91.671875,5.857142857142857,5.0,105.1960593319092,101.00610079575597,7.6,5.0,104.33617851679674,101.47601532567049,9.0,5.0,107.30143018450843,100.38461538461539,8.904761904761905,5.0,114.05876000702696,102.75496957403651,11.433333333333334,15.0
3/9/22,110.79865771812081,110.79865771812081,5.0,5.0,90.86579227369452,90.86579227369455,5.0,5.0,100.60618035637602,110.79865771812081,5.0,5.0,118.35046146057888,120.08695652173913,4.2,5.0,108.70705546888267,110.79865771812081,5.857142857142857,5.0,105.46334648736908,101.00610079575597,7.6,5.0,104.15926048208526,101.47601532567049,8.285714285714286,5.0,108.04219023636117,101.32444444444444,8.904761904761905,5.0,114.68793800816827,104.47913267496779,11.433333333333334,15.0
3/10/22,65.0693641618497,65.0693641618497,5.0,5.0,87.93401093998523,87.93401093998526,5.0,5.0,82.26698290307955,70.9329268292683,5.0,5.0,106.70329533190986,110.79865771812081,4.2,5.0,106.13998050787708,110.79865771812081,4.428571428571429,5.0,101.80752428286439,96.0282451923077,6.6,5.0,101.38690414070477,100.8545299145299,8.285714285714286,5.0,106.74336609160095,101.32444444444444,8.428571428571429,5.0,113.35438639993798,102.75496957403651,11.1,10.0
3/11/22,91.07857142857142,91.07857142857142,5.0,5.0,78.07396779521054,78.07396779521056,5.0,5.0,88.98219776951392,91.07857142857142,5.0,5.0,91.59329533190984,91.07857142857142,5.0,5.0,106.84289184190222,110.79865771812081,4.428571428571429,5.0,100.87691988726,91.37522321428571,5.6,5.0,101.44511650514845,100.8545299145299,7.571428571428571,5.0,107.08004953210043,101.32444444444444,8.428571428571429,5.0,112.80161389364147,101.47601532567049,10.766666666666667,5.0
3/12/22,187.05714285714285,187.05714285714285,1.0,1.0,139.06785714285712,139.06785714285712,3.0,3.0,114.40169281585459,91.07857142857142,3.6666666666666665,5.0,104.98733259899059,91.07857142857142,4.2,5.0,115.95031299218051,110.79865771812081,3.857142857142857,5.0,110.41544667297428,100.93861457334611,5.2,5.0,107.56888067748405,101.00610079575597,6.571428571428571,5.0,110.07171910095187,101.32444444444444,7.761904761904762,5.0,115.30220230735091,101.47601532567049,10.3,5.0
3/13/22,64.37837837837837,64.37837837837837,5.0,5.0,125.71776061776058,125.7177606177606,3.0,3.0,114.17136422136416,91.07857142857142,3.6666666666666665,5.0,103.67642290881263,91.07857142857142,4.2,5.0,101.34314255643862,91.07857142857142,4.428571428571429,5.0,108.54939562192324,100.93861457334611,4.2,5.0,104.44406583568808,96.0282451923077,6.571428571428571,5.0,100.52889055812334,100.38461538461539,7.9523809523809526,5.0,113.71697438840206,100.8545299145299,9.966666666666667,5.0
3/14/22,85.6219512195122,85.6219512195122,15.0,15.0,75.00016479894526,75.00016479894529,10.0,10.0,112.3524908183444,85.6219512195122,7.0,5.0,98.6410816090909,85.6219512195122,6.2,5.0,96.4195703704062,85.6219512195122,5.857142857142857,5.0,108.4957715348349,100.93861457334611,5.2,5.0,103.30080619373207,91.37522321428571,6.571428571428571,5.0,101.99461337086684,100.38461538461539,8.428571428571429,5.0,107.60983253250075,97.81365600691444,10.433333333333334,5.0
3/15/22,127.08910891089108,127.08910891089108,5.0,5.0,106.3555300652016,106.35553006520163,10.0,10.0,92.36314616959383,85.6219512195122,8.333333333333334,5.0,111.04503055889919,91.07857142857142,6.2,5.0,104.44188209635233,91.07857142857142,5.857142857142857,5.0,108.87416294540454,100.93861457334611,5.2,5.0,105.20827001703745,91.37522321428571,5.857142857142857,5.0,104.37141304331527,101.32444444444444,7.9523809523809526,5.0,109.78819309582981,100.8545299145299,10.1,5.0
3/16/22,99.84666666666666,99.84666666666666,5.0,5.0,113.46788778877885,113.46788778877888,5.0,5.0,104.1859089323566,99.84666666666666,8.333333333333334,5.0,112.79864960651821,99.84666666666666,6.2,5.0,102.8773119461446,91.07857142857142,5.857142857142857,5.0,102.19597246921406,95.46261904761904,5.6,5.0,105.79218370751366,95.46261904761904,5.857142857142857,5.0,103.73194430343838,100.38461538461539,7.476190476190476,5.0,108.85106791259908,100.11564102564103,8.266666666666667,5.0
3/17/22,114.24074074074075,114.24074074074075,1.0,1.0,107.04370370370367,107.0437037037037,3.0,3.0,113.72550543943277,114.24074074074075,3.6666666666666665,5.0,98.2353691832378,99.84666666666666,6.2,5.0,109.9017943145576,99.84666666666666,5.285714285714286,5.0,101.61135089111421,95.46261904761904,5.2,5.0,108.02088741121736,105.32266219239374,4.857142857142857,5.0,104.22520086532239,100.38461538461539,7.285714285714286,5.0,106.61702053188502,100.11564102564103,7.8,5.0
3/18/22,73.72932330827068,73.72932330827068,1.0,1.0,93.98503202450568,93.98503202450571,1.0,1.0,95.9389102385593,99.84666666666666,2.3333333333333335,1.0,100.10555816921627,99.84666666666666,5.4,5.0,107.42333029737178,99.84666666666666,4.714285714285714,5.0,101.89099053901445,95.46261904761904,4.8,5.0,107.13311106963701,105.32266219239374,4.571428571428571,5.0,103.43785443588956,100.38461538461539,6.619047619047619,5.0,105.8999080878536,100.11564102564103,7.666666666666667,5.0
3/19/22,108.10619469026548,108.10619469026548,15.0,15.0,90.91775899926805,90.91775899926807,8.0,8.0,98.69208624642557,108.10619469026548,5.666666666666667,1.0,104.60240686336692,108.10619469026548,5.4,5.0,96.14462341638931,99.84666666666666,6.714285714285714,5.0,101.62174423622892,95.46261904761904,5.8,5.0,106.04746820428491,103.97643067846607,5.285714285714286,5.0,103.76079492378581,100.38461538461539,6.619047619047619,5.0,106.4252922041353,100.8545299145299,7.666666666666667,5.0
3/20/22,99.61458333333333,99.61458333333333,5.0,5.0,103.86038901179938,103.86038901179941,10.0,10.0,93.81670044395644,99.61458333333333,7.0,5.0,99.10750174785537,99.84666666666666,5.4,5.0,101.17836698138287,99.84666666666666,6.714285714285714,5.0,105.07626615337729,99.730625,5.8,5.0,101.26075476891076,99.730625,5.571428571428571,5.0,103.3554995509197,99.84666666666666,6.619047619047619,5.0,106.94550434264369,100.8545299145299,7.666666666666667,5.0
3/21/22,110.28828828828829,110.28828828828829,1.0,1.0,104.95143581081078,104.9514358108108,3.0,3.0,106.00302210396232,108.10619469026548,7.0,5.0,101.1958260721797,108.10619469026548,4.6,1.0,104.70212941977945,108.10619469026548,4.714285714285714,5.0,106.99723783934897,103.97643067846607,5.4,5.0,100.56084989509286,99.730625,5.285714285714286,5.0,103.76791393574786,99.84666666666666,5.9523809523809526,5.0,106.48071122187785,100.8545299145299,7.2,5.0
